2018-11-25 23:00:06,and without boys could lot people lost fight mental illness grateful boys everyday 
2018-11-25 23:00:05,advice writing with mental illness how keep creativity up during low times 
2018-11-25 22:59:59,food matters mental health 
2018-11-25 22:59:48,keep using cancer analogy mental illness get cancer cured cases others amp life others always amp many fatal diff treatments work diff people whilst 
2018-11-25 22:59:46,think dan uses depression way shape form benefit excuse uploading fuck you exactly mental health never taken seriously im disgusted 
2018-11-25 22:59:45,transgenderism mental illness 
2018-11-25 22:58:45,pessimists see cup half empty optimists see same cup half full you may view something sexualized others view natural beauty mental illness brainwashing taint reality 
2018-11-25 22:58:45,studies show nearly 40 percent foster care children struggling mental illness rates post traumatic stress disorder reach 215 percent five times national average higher soldiers returning war according 2017 report 
2018-11-25 22:58:38,preach 
2018-11-25 22:58:32,tried talk mom mental health amp depression time for real 
2018-11-25 22:58:15,really wish could handle stress fact procrastinate last second finish work really bad mental health makes everything worse really hate sometimes 
2018-11-25 22:56:57,happy year know yet already one best years life my mental health gotten much better got job lot money point life best ever done school 
2018-11-25 22:56:51,said genuinely think person disease sorta mental illness would diagnosing em would wrong know diagnosing someone wrong genuinely see may something people needs think 
2018-11-25 22:56:46,my guy coming ted talk 🙌🏼 mental illness make less man preach bro 
